Year,PDGES ID,NPRI,Company name and facility,NAICS,Town,Province,CO2,CH4,N20,HFC,PFC,SF6,Total
2013,G10053,3269,Agrium Inc. - Carseland Nitrogen Operations,325313,CARSELAND,Alberta,556860.5666,28492.49998,1953.3602,0,0,0,587306.4268
2013,G10054,6700,TransCanada Energy Ltd. - Carseland Power Plant,221112,Carseland,Alberta,295153.4375,509.3925,2259.7638,0,0,0,297922.5938
2013,G10055,2857,Orica Canada Inc. - Carseland Works,325313,CARSELAND,Alberta,711.744293,13.27,164432.4995,0,0,0,165157.5138
2013,G10058,6633,EnCana Corporation - Cavalier Power Plant,221112,STRATHMORE,Alberta,277943.2993,584.999975,2040.406,0,0,0,280568.7052
2013,G10065,6625,"Cenovus FCCL Ltd., as operator for FCCL Partnership - Christina Lake SAGD Bitumen Battery",211114,LAC LA BICHE,Alberta,1405303.395,4292.715025,2327.082,0,0,0,1411923.192
2013,G10068,6576,City of Medicine Hat - Electric Utility - Generation,221112,MEDICINE HAT,Alberta,358788.7188,3048.86005,2735.3718,0,0,0,364572.9506
2013,G10069,23368,Capital Power (Alberta) Limited Partnership - Clover Bar Energy Centre,221112,EDMONTON,Alberta,185561.4219,1195.63245,1425.185,0,0,0,188182.2393
2013,G10071,5248,Inter Pipeline Extraction Ltd. - Cochrane Extraction Plant,211113,COCHRANE,Alberta,507820.2394,3001.11745,3227.1612,0,0,0,514048.518
2013,G10073,442,Imperial Oil Resources - Cold Lake,211114,GRANDE CENTRE,Alberta,4561042.541,21786.72438,22443.8697,0,0,0,4605273.135
2013,G10086,15437,ATCO Gas and Pipelines Ltd. - ATCO Gas - Distribution Systems,221210,EDMONTON,Alberta,12801.98615,127397.0222,61.09,0,0,0,140260.0983
2013,G10095,24315,City of Calgary - East Calgary Landfill,562210,CALGARY,Alberta,1011,39723.0011,0,0,0,0,40734.0011
2013,G10096,4140,Taqa North Ltd. - East Crossfield Gas Plant 9-14-28-1W5,211113,CROSSFIELD,Alberta,123504.2319,2454.635,408.9156,0,0,0,126367.7825
2013,G10098,3903,Suncor Energy Products Partnership - Edmonton Refinery,324110,EDMONTON,Alberta,1243192.9,4738.355,4988.222,0,0,0,1252919.477
2013,G10100,5284,Talisman Energy - Edson Gas Plant,211113,EDSON,Alberta,201554.3386,10979.62505,1458.114,0,0,0,213992.0777
2013,G10106,23956,ConocoPhillips Canada Operations Ltd. - Elmworth Gas Plant,211113,ELMWORTH,Alberta,221861.7702,18698.15028,1504.304,0,0,0,242064.2245
2013,G10108,3752,Spectra Energy Empress LP - Empress Straddle Gas Plant,211113,CYPRESS COUNTY,Alberta,281355.1263,5682.850125,1163.094,0,0,0,288201.0704
2013,G10111,6826,Graymont Western Canada Inc. - Exshaw Plant,327410,EXSHAW,Alberta,147286.7198,101.275,273.266,0,0,0,147661.2608
2013,G10112,5291,Lafarge Canada Inc. - Exshaw Cement Plant,327310,EXSHAW,Alberta,939648.7897,1783.663875,1447.059094,0,0,184.68,943064.1927
2013,G10119,2132,Sherritt International Corporation - Fort Saskatchewan,331410,FORT SASKATCHEWAN,Alberta,334854.6891,17612.88513,3618.2862,0,0,0,356085.8604
2013,G10120,5352,TransAlta Generation Partnership - Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,221112,FORT SASKATCHEWAN,Alberta,381078.5938,687.5875,2854.5122,0,0,0,384620.6935
2013,G10121,4874,Agrium Inc. - Fort Saskatchewan Nitrogen Operations,325313,FORT SASKATCHEWAN,Alberta,587439.7778,17153.02728,1835.68,0,0,0,606428.485
2013,G10122,4142,Plains Midstream Canada - Fort Saskatchewan Storage and Fractionation,211113,FORT SASKATCHEWAN,Alberta,65303.26856,64.68,354.62,0,0,0,65722.56856
2013,G10125,18996,MEGlobal Canada Inc. - Fort Saskatchewan EOEG,325190,FORT SASKATCHEWAN,Alberta,40985.54224,1478.9,0,0,0,0,42464.44224
2013,G10127,267,Capital Power Generation Services Inc. - Genesee Thermal Generating Station,221112,WARBURG,Alberta,8946995,2825,48574,0,0,0,8998394
2013,G10130,2875,Weyerhaeuser Company Limited - Grande Prairie Operations,322112,GRANDE PRAIRIE,Alberta,84134.11841,26156.1981,10812.5134,0,0,0,121102.8299
2013,G10132,1039,Milner Power Limited Partnership by its GP Milner Power Inc. - H.R.Milner Generating Station,221112,GRANDE CACHE,Alberta,714318.4155,1337.502525,3341.2058,0,0,0,718997.1239
2013,G10134,17122,Japan Canada Oil Sands Limited - Hangingstone SAGD Demonstration Facility,211114,RM of Wood Buffalo,Alberta,229151.2305,1066.5173,352.385,0,0,0,230570.1328
2013,G10135,3758,Direct Energy Marketing Ltd. - Hanlan Robb Gas Plant,211113,EDSON,Alberta,218003.2016,26820.35105,577.085046,0,0,0,245400.6377
2013,G10137,3941,Taylor Processing Inc. - Harmattan Gas Processing Plant,211113,DIDSBURY,Alberta,395751.8867,28259.3496,3395.114,0,0,0,427406.3503
2013,G10139,15241,Canadian Natural Resources Limited - Hays Gas Plant,211113,HAYS,Alberta,59735.08185,3354.192475,1192.6556,0,0,0,64281.92992
2013,G10143,21885,TransAlta Generation Partnership - Highvale Coal Mine,212115,SEBA BEACH,Alberta,93714.79785,61646.15568,1057.1848,0,0,0,156418.1383
2013,G10144,2991,West Fraser Mills Ltd. - Hinton Pulp,322112,HINTON,Alberta,149838.3588,34691.87548,10012.1447,0,0,0,194542.3789
2013,G10152,6556,INEOS Canada Partnership - Joffre LAO Plant,325110,JOFFRE,Alberta,147118.3955,108.22,1101.259,0,0,0,148327.8745
2013,G10155,440,Pengrowth Energy Corporation - Judy Creek Gas Conservation Plant,211113,SWAN HILLS,Alberta,56007.49438,13210.14728,1765.0838,0,0,0,70982.72545
2013,G10158,15928,Canadian Natural Resources Limited - Karr Gas Plant,211113,MD OF GREENVIEW,Alberta,69792.60738,8682.145175,1422.7116,0,0,0,79897.46415
2013,G10159,4150,SemCams ULC - Kaybob Amalgamated Sour Gas Plant,211113,FOX CREEK,Alberta,216012.1942,12779.74015,2781.7108,0,0,0,231573.6452
2013,G10160,683,SemCams ULC - Kaybob South #3 Gas Plant,211113,FOX CREEK,Alberta,411549.6477,5759.540175,1978.8094,0,0,0,419287.9973
2013,G10162,2286,TransAlta Generation Partnership - Keephills Thermal Electric Power Generating Plant,221112,DUFFIELD,Alberta,7557469.5,2107.332425,49745.40611,0,0,0,7609322.239
2013,G10176,5243,Lehigh Hanson Materials Ltd. - Edmonton Plant,327310,EDMONTON,Alberta,678273.4719,111.7525,927.9124,0,0,0,679313.1368
2013,G10179,19219,TransCanada Energy Ltd. - MacKay River Power Plant,221112,FORT MCMURRAY,Alberta,822271.25,1423.925025,6316.2292,0,0,0,830011.4042
2013,G10180,17630,"Suncor Energy Oil Sands Limited Partnership  - MacKay River, In-Situ Oil Sands Plant",211114,FORT MCMURRAY,Alberta,197762.468,413.79885,1134.340576,0,0,0,199310.6074
2013,G10187,2274,Syncrude Canada Ltd. - Mildred Lake and Aurora North Plant Sites,211114,FORT MCMURRAY,Alberta,10813333.64,1395413.079,161375.1372,0,0,0,12370121.86
2013,G10196,,ATCO Power Canada Ltd. - Muskeg River Cogeneration Plant,221112,FORT MCMURRAY,Alberta,1319782.879,1870.385025,7266.432298,0,0,0,1328919.697
2013,G10197,6647,Shell Canada Energy - Shell Albian Sands Muskeg River Mine,211114,FORT MCMURRAY,Alberta,430087.1449,25875.05468,3138.983,547.128,0,0,459648.3106
2013,G10202,5337,Keyera Corp - Nevis Gas Plant,211113,STETTLER,Alberta,83119.79614,10362.33015,2283.9018,0,0,0,95766.02809
2013,G10211,1779,NOVA Chemicals Corporation - NOVA Chemicals Corporation (Joffre),325110,RED DEER,Alberta,2880112.302,3728.914975,12737.1163,0,0,0,2896578.333
2013,G10219,2128,Shell Canada Limited - Peace River Complex 5-21,211114,PEACE RIVER,Alberta,265145.3388,4330.114975,704.5912,0,0,0,270180.045
2013,G10220,223,Daishowa-Marubeni International Ltd-Peace River Pulp - Peace River Pulp Division,322112,COUNTY OF NORTHERN LIGHTS,Alberta,128124.5325,2672.199975,11516.8063,0,0,0,142313.5387
2013,G10232,18997,MEGlobal Canada Inc. - Prentiss Chemical Manufacturing Facility,325190,Lacombe,Alberta,181403.2065,472.5775,251.3034,0,0,0,182127.0874
2013,G10237,426,Pengrowth Energy Corporation - Quirk Creek Gas Plant,211113,MILLARVILLE,Alberta,120617.2796,3637.90995,1747.2932,0,0,0,126002.4827
2013,G10241,6609,ATCO Power Canada Ltd. - Rainbow Lake Cogeneration Power Plant (Units 4-5),221112,RAINBOW LAKE,Alberta,238385.0465,421.2925,1751.2566,0,0,0,240557.5956
2013,G10243,407,Husky Oil Operations Limited - Ram River,211113,ROCKY MOUNTAIN HOUSE,Alberta,364519.4258,4129.59755,1383.763,0,0,0,370032.7863
2013,G10246,6701,TransCanada Energy Ltd. - Redwater Cogeneration Plant,221112,REDWATER,Alberta,185171.625,293.25,1343.98,0,0,0,186808.855
2013,G10249,1372,Keyera Corp - Rimbey Gas Plant,211113,RIMBEY,Alberta,354872.0178,6047.90505,2038.4094,0,0,0,362958.3323
2013,G10260,2963,Shell Chemicals Canada Limited. - Scotford Chemical Plant,325110,"FORT SASKATCHEWAN,STRATHCONA COUNTY",Alberta,304136.3849,355.9725,1387.9648,256.887,0,0,306137.2092
2013,G10261,6219,Air Liquide Canada Inc. - Scotford Complex,221112,FORT SASKATCHEWAN,Alberta,460267.2026,216.8725,2305.775,0,0,0,462789.8501
2013,G10262,6546,Shell Canada Energy Limited - Scotford Upgrader and Upgrader Cogeneration,211114,FORT SASKATCHEWAN,Alberta,3291568.364,16805.22815,20663.85729,0,0,0,3329037.449
2013,G10265,1036,Alberta Power (2000) Ltd. - Sheerness Generating Station,221112,HANNA,Alberta,4786687.012,1528.609975,21711.3866,0,0,0,4809927.008
2013,G10266,2781,Shell Canada Limited - Shell Burnt Timber Gas Plant,211113,Sundre,Alberta,159443.2761,1520.809975,762.9098,0,0,0,161726.9958
2013,G10267,2120,Shell Canada Limited - Caroline Complex,211113,CAROLINE,Alberta,487524.3441,1579.32245,4183.8604,0,0,0,493287.527
2013,G10268,2119,Shell Canada Limited - Jumping Pound Complex,211113,CALGARY,Alberta,251791.5814,3365.26245,1591.32,0,0,0,256748.1638
2013,G10269,2960,Shell Canada Products - Shell Scotford Refinery,324110,Fort Saskatchewan,Alberta,917209.9901,2699.807475,2092.109,0,0,0,922001.9065
2013,G10277,1374,Keyera Corp - Strachan Gas Plant,211113,ROCKY MOUNTAIN HOUSE,Alberta,256733.0002,12179.5152,2753.7286,0,0,0,271666.244
2013,G10278,3707,Imperial Oil - Strathcona Refinery,324110,EDMONTON,Alberta,1493450.568,1842.104975,5807.334898,0,0,0,1501100.008
2013,G10281,2284,TransAlta Generation Partnership - Sundance Thermal Electric Power Generating Plant,221112,DUFFIELD,Alberta,12095357,3517.61245,82643.59947,0,0,0,12181518.21
2013,G10312,432,Devon Canada Corporation - Wapiti Gas Plant,211113,GROVEDALE,Alberta,105355.1769,5989.512475,1218.7902,0,0,0,112563.4796
2013,G10313,,Shell Canada Limited - Waterton Complex (Use),211113,PINCHER CREEK,Alberta,354506.1553,4772.25005,3392.73,0,0,0,362671.1353
2013,G10314,4138,SemCams ULC - Windfall 8-17 GP,211113,WHITECOURT,Alberta,13374.82206,1282.140025,67.795,0,0,0,14724.75708
2013,G10316,280,Dow Chemical Canada ULC - Western Canada Operations,325190,FORT SASKATCHEWAN,Alberta,1391655.304,2116.444975,4497.8034,4841.98,0,0.798,1403112.331
2013,G10321,3751,Direct Energy Marketing Ltd. - Wildcat Hills Gas Plant,211113,COCHRANE,Alberta,93693.01945,1930.7925,545.0122,0,0,0,96168.82415
2013,G10324,4136,Canadian Natural Resources Limited - Wolf Lake and Primrose Plant,211114,NA,Alberta,2909407.637,67167.4492,17226.4559,0,0,0,2993801.543
2013,G10326,5285,"Apache Canada Ltd. - Zama Gas Plant: 1, 2, 3",211113,ZAMA CITY,Alberta,29067.24672,23436.64013,553.8628,0,0,0,53057.74965
2013,G10327,19289,Rio Tinto Alcan - Strathcona Works,327990,SHERWOOD PARK,Alberta,113234.9477,0.715,7.4202,0,0,0,113243.0829
2013,G10352,6869,Waste Management of Canada Corporation - West Edmonton Landfill,562210,EDMONTON,Alberta,912,94801.25,113.24,0,0,0,95826.49
2013,G10356,6560,Nexen Energy ULC. - Balzac Power Station,221112,Rocky View County,Alberta,249812,1054.999975,1913.16,0,0,0,252780.16
2013,G10359,1585,Coal Valley Resources Inc. - Coal Valley Mine,212114,EDSON,Alberta,151563.3945,57369.26398,11587.6704,0,0,0,220520.3289
2013,G10361,19995,Air Products Canada Ltd. - Edmonton Hydrogen Facility,325120,Edmonton,Alberta,1080966.244,1030.624975,260.5414,0,0,0,1082257.41
2013,G10371,1074,Pengrowth Energy Corporation - Olds Gas Plant,211113,OLDS,Alberta,114784.4267,3065.369925,2124.8592,0,0,0,119974.6558
2013,G10375,2316,Dow Chemical Canada ULC - Prentiss Manufacturing Facility,325110,Prentiss,Alberta,22037.89722,458.61,23.244,0,0,0,22519.75122
2013,G10382,5367,General Scrap Partnership - GenAlta Recycling Inc.,339990,EDMONTON,Alberta,628.539978,0.225,0.894,0,0,0,629.658978
2013,G10390,22378,Nexen Energy ULC. - Long Lake Project,211114,FORT MCMURRAY,Alberta,4112991,9164.999925,17182.68,0,0,0,4139338.68
2013,G10391,653,Mazeppa Processing Partnership Limited - Mazeppa Sour Gas Plant,211113,HIGH RIVER,Alberta,64377.59863,627.525,187.144,0,0,0,65192.26763
2013,G10392,3775,General Scrap Partnership - Navajo Metals,339990,CALGARY,Alberta,1888.530029,1.25,39.336,0,0,0,1929.116029
2013,G10394,21548,Husky Oil Operations Limited - Tucker Thermal,211114,BONNEVILLE,Alberta,529775.8585,315.8475,897.9634,0,0,0,530989.6694
2013,G10402,6895,Teck Coal Limited - Cheviot Mine (Cardinal River Operations),212114,HINTON,Alberta,91278.08984,26577,8427.439702,0,0,0,126282.5295
2013,G10406,22750,Connacher Oil and Gas Limited - Pod One,211114,FORT MCMURRAY,Alberta,223684.4068,3869.020125,1048.513,0,0,0,228601.9399
2013,G10408,23275,Canadian Natural Resources Limited - Horizon Oil Sands Processing Plant and Mine,211114,FORT MCMURRAY,Alberta,3465112.058,1058330.601,15170.9416,0,0,40.9716,4538654.573
2013,G10409,22267,Devon Canada Corporation - Jackfish 1 SAGD Plant,211114,CONKIN,Alberta,688725.9767,5472.392475,1182.0468,0,0,0,695380.416
2013,G10412,22493,Shell Canada Limited - Orion Complex,211114,COLD LAKE,Alberta,183804.8248,1414.107525,957.8614,0,0,0,186176.7937
2013,G10414,22141,ConocoPhillips Canada Resources Corp. - Surmont SAGD Commercial Battery,211114,ANZAC,Alberta,544875.2115,629.225,880.59,0,0,0,546385.0265
2013,G10417,6619,AECO Gas Storage Partnership - Suffield Gas Storage Facility,211113,MEDICINE HAT,Alberta,27738.31966,19244.37543,180.588,0,0,0,47163.28308
2013,G10420,1106,AltaSteel Ltd. - AltaSteel,331110,EDMONTON,Alberta,76980.42444,25.5,259.558,0,0,0,77265.48244
2013,G10421,6972,Baymag Inc. - Baymag Exshaw Operations,327990,EXSHAW,Alberta,123716.6387,15.09,184.1342,0,0,0,123915.8629
2013,G10428,16009,Canadian Natural Resources Limited - Galloway Gas Plant,211113,EDSON,Alberta,41685.40107,16014.68998,3451.8234,0,0,0,61151.91445
2013,G10429,3753,Canadian Natural Resources Limited - Gold Creek Gas Plant,211113,GRANDE PRAIRIE,Alberta,44759.15145,15362.63313,487.975,0,0,0,60609.75957
2013,G10431,15212,Canadian Natural Resources Limited - Wild River Compressor Station,211113,N/A,Alberta,34880.70556,17829.63763,3485.7656,0,0,0,56196.10879
2013,G10438,16766,Cenovus Energy Inc. - Suffield Oil Battery 01-27,211113,Medicine Hat,Alberta,52565.79015,1249.69265,331.64122,0,0,0,54147.12402
2013,G10441,,City of Lethbridge - Lethbridge Waste and Recycling Centre Disposal Site,562210,LETHBRIDGE,Alberta,520,78475.75,8.22778,0,0,0,79003.97778
2013,G10446,18373,ConocoPhillips Canada Operations Ltd. - Berland Sweet Gas Plant,211113,N/A,Alberta,58869.80111,11106.7499,381.44,0,0,0,70357.99101
2013,G10451,,Devon Canada Corporation - Narraway Gas Plant,211113,n/a,Alberta,53932.59784,4427.522475,806.6562,0,0,0,59166.77652
2013,G10455,27963,Pembina Pipeline Corporation - Resthaven Sweet Gas Plant 08-11,211113,n/a,Alberta,43007.17056,26377.6149,369.1326,0,0,0,69753.91806
2013,G10456,4823,Encana Corporation - Sexsmith Sour Gas Plant,211113,N/A,Alberta,57728.06525,517.975,194.594,0,0,0,58440.63425
2013,G10461,5390,EPCOR Water Services Inc. - Gold Bar Wastewater Treatment Plant,221320,Edmonton,Alberta,25090,1168.75,14774.8406,0,0,0,41033.5906
2013,G10465,6627,"Cenovus FCCL Ltd., as operator for FCCL Partnership - Foster Creek SAGD Bitumen Battery (with Cogen)",211114,BONNYVILLE,Alberta,2182712.206,2490.840025,7707.025298,0,0,0,2192910.071
2013,G10475,403,Husky Oil Operations Limited - Lloydminster Refinery,324110,LLOYDMINSTER,Alberta,88762.22419,177.05,385.1352,0,0,0,89324.40939
2013,G10476,1439,Husky Oil Operations Limited - Rainbow Lake Gas plant,211113,RAINBOW LAKE,Alberta,55111.09454,2133.602475,281.8186,0,0,0,57526.51562
2013,G10484,1364,Keyera Corp - Gilby Gas Plant,211113,RIMBEY,Alberta,68817.77831,2154.749975,1604.9386,0,0,0,72577.46688
2013,G10486,4152,Keyera Corp - West Pembina GP,211113,DRAYTON VALLEY,Alberta,72200.7318,1164.75,324.82,0,0,0,73690.3018
2013,G10491,947,Lantic Inc. Taber Factory - Lantic Inc. Taber Beet Sugar Factory,311310,TABER,Alberta,72039.06134,10316.1349,309.5326,0,0,0,82664.72884
2013,G10496,22346,MEG Energy Corp. - MEG Christina Lake Regional Project,211114,REGIONAL MUNICIPALITY OF WOOD BUFFALO,Alberta,378059.0006,3799.059,1922.32052,0,0,0,383780.3801
2013,G10497,878,Millar Western Forest Products Ltd. - Whitecourt Pulp Divison,322111,WHITECOURT,Alberta,70496.40424,30,357.6,0,0,0,70884.00424
2013,G10499,6559,NAL Resources Management - Sylvan Lake Gas Plant 14-32-037-03W5M,211113,Sylvan Lake,Alberta,52123.1393,3511.075,1076.823,0,0,0,56711.0373
2013,G10529,1753,Keyera Corp - Minnehik Buck Lake Gas Plant,211113,BUCK LAKE,Alberta,65861.63829,5727.25015,1367.82,0,0,0,72956.70844
2013,G10531,17698,Peyto Exploration and Development Corporation - Peyto Oldman 11-17-055-21 W5M,211113,EDSON,Alberta,90187.09813,23591.1778,2989.089,0,0,0,116767.3649
2013,G10536,6623,Pembina Pipeline Corporation - Empress NGL Extraction Plant,211113,Medicine Hat,Alberta,70141.49801,965.19,374.7648,0,0,0,71481.45281
2013,G10550,5247,Spectra Energy Midstream Corporation - Gordondale East Gas Plant,211113,SPIRIT RIVER,Alberta,46994.28585,8989.5074,878.4146,0,0,0,56862.20785
2013,G10555,2227,Keyera Corp - Simonette Gas Plant,211113,SIMONETTE,Alberta,42834.90061,3031.74995,2235,0,0,0,48101.65056
2013,G10556,1077,Direct Energy Marketing Ltd. - Ferrier Gas Plant,211113,ROCKY MOUNTAIN HOUSE,Alberta,40872.05877,2978.050025,1134.486,0,0,0,44984.59479
2013,G10557,19181,Suncor Energy Oil Sands Limited Partnership  - Firebag,211114,FT. MCMURRAY,Alberta,4661053.735,11116.0674,30056.14262,0,0,512.886,4702738.831
2013,G10558,2230,Suncor Energy Oil Sands Limited Partnership  - Suncor Energy Inc. Oil Sands,211114,FORT MCMURRAY,Alberta,7966325.933,399843.8717,44361.40584,2159.96209,87.87449,960.2904,8413739.338
2013,G10560,18023,Talisman Energy - TLM Bigstone West Gas Plant,211113,EDSON,Alberta,45852.50259,1944.62495,284.292,0,0,0,48081.41954
2013,G10561,17996,Talisman Energy - TLM Wild River Gas Plant,211113,EDSON,Alberta,50413.31306,10274.65008,347.468,0,0,0,61035.43113
2013,G10563,6504,Tolko Industries Ltd. - Tolko High Level Lumber Division,321111,HIGH LEVEL,Alberta,35430.59375,12198.11253,2600.7056,0,0,0,50229.41188
2013,G10566,6678,University of Alberta Heating Plant - Heating Plant,611310,EDMONTON,Alberta,220232.8438,98.675,118.604,0,0,0,220450.1228
2013,G10576,4830,West Fraser Mills Ltd. - Ranger Board,321216,BLUE RIDGE,Alberta,504,15052.4997,28193.7794,0,0,0,43750.2791
2013,G10577,18225,Whitecourt Power Limited Partnership - Whitecourt Electric Power Generating Facility,221119,WHITECOURT,Alberta,995.858581,1416.8675,5733.6392,0,0,0,8146.365281
2013,G10588,4880,Ainsworth Lumber Co. Ltd. - Grande Prairie OSB Mill,321217,GRANDE PRAIRIE,Alberta,12544.93009,969.249975,1537.68,0,0,0,15051.86007
2013,G10591,,Beaver Regional Waste Management Services Commission - Beaver Regional Waste Landfill,562210,RYLEY,Alberta,10834.44,62750.6925,62.58,0,0,0,73647.7125
2013,G10604,24188,Connacher Oil and Gas Limited - Algar,211114,CALGARY,Alberta,267641.605,3776.90245,1052.387,0,0,0,272470.8944
2013,G10606,5239,Veresen Energy Infrastructure Inc. - Hythe Brainard Sour Gas Plant,211113,N/A,Alberta,64488.99976,9255.950275,288.464,0,0,0,74033.41403
2013,G10607,23543,Enmax Generation Portfolio Inc - Crossfield Energy Centre,221112,CROSSFIELD,Alberta,131979,843.000025,1004.856,0,0,0,133826.856
2013,G10611,23560,Grande Cache Coal Corporation - Grande Cache Coal Corporation,212114,GRANDE CACHE,Alberta,102881.5225,101.875,7770.052,0,0,0,110753.4495
2013,G10619,24100,MEG Energy Corp. - MEG Christina Lake Cogeneration Facility,211114,REGIONAL MUNICIPALITY OF WOOD BUFFALO,Alberta,685723.75,311.27725,3309.29596,0,0,0,689344.3232
2013,G10639,24145,Statoil Canada Ltd. - Leismer SAGD Bitumen Battery,211114,N/A,Alberta,377382.8477,675.95,680.334,0,0,0,378739.1317
2013,G10651,2762,Weyerhaeuser Company Limited - Edson O.S.B.,321217,EDSON,Alberta,13990.90015,168.9,1270.076,0,0,0,15429.87615
2013,G10654,6647,Shell Canada Energy - Shell Albian Sands Jackpine Mine,211114,FORT MCMURRAY,Alberta,1029790.138,15334.74358,5724.13896,486.2,0,0,1051335.221
2013,G10656,21706,Pengrowth Energy Corporation - Carson Creek GP 4-23,211113,Whitecourt,Alberta,28915.09456,10911.65005,1606.4584,0,0,0,41433.20301
2013,G10661,23281,Advantage Oil & Gas Ltd. - Glacier Sour Gas Plant 05-02,211113,N/A,Alberta,59798.74718,17864.02495,459.814,0,0,0,78122.58613
2013,G10668,23432,"Grande Prairie Generation, Inc. - Northern Prairie Thermal Electric Power Plant",221112,SEXSMITH,Alberta,131030.1173,691.207525,635.2764,0,0,0,132356.6013
2013,G10670,25231,DAPP Power LP - DAPP Power LP,221119,Westlock,Alberta,845.904877,552.2125,4372.4944,0,0,0,5770.611777
2013,G10671,24465,Devon Canada Corporation - Jackfish 2 SAGD Plant,211114,CONKIN,Alberta,511537.3718,17260.16948,922.906,0,0,0,529720.4472
2013,G10686,1782,Methanex Corporation - Methanex Medicine Hat Methanol Plant,325190,MEDICINE HAT,Alberta,298568.8184,1570.924975,1546.024,0,0,0,301685.7674
2013,G10693,21754,Peyto Exploration and Development Corporation - Peyto Nosehill 11-21-055-20 W5M,211113,EDSON,Alberta,53824.31703,6103.90005,8510.045302,0,0,0,68438.26238
2013,G10700,25131,Valley Power LP - Valley Power LP,221119,DRAYTON VALLEY,Alberta,651.728012,329.3125,2607.31822,0,0,0,3588.358732
2013,G10709,19876,City of Calgary - Shepard Landfill,562210,CALGARY,Alberta,950,33316.00038,0,0,0,0,34266.00038
2013,G10714,25284,Pembina Pipeline Corporation - Musreau Gas Plant,211113,GREENVIEW NO. 16,Alberta,50982.75993,20561.5206,451.5296,0,0,0,71995.81013
2013,G10723,26148,Southern Pacific Resource Corp. - STP McKay Thermal Project ,211114,Fort McMurray,Alberta,136017.2974,801.55,720.564,0,0,0,137539.4114
2013,G10727,23257,University of Calgary - Central Heating and Cooling Plant,611310,CALGARY,Alberta,58918,13,14.9,0,0,0,58945.9
2013,G10735,27826,MacKay Operating Corp - MacKay River Commercial Project,211114,FT MCMURRAY,Alberta,4856.265625,1.639,16.6731,0,0,0,4874.577725
2013,G10743,5395,Canadian Natural Resources Limited - BRINTNELL 9-2-81-23w4,211113,N/A,Alberta,38982.1703,13458.67495,200.405,0,0,0,52641.25025
2013,G10744,26109,Canadian Natural Resources Limited - Kirby South 13-21-73-7W4,211114,CONKLIN,Alberta,103769.7231,1908.122475,641.5046,0,0,0,106319.3502
2013,G10746,25229,City of Calgary - Spyhill Landfill,562210,CALGARY,Alberta,858,52775,0,0,0,0,53633
2013,G10748,,HARVEST OPERATIONS CORP. - Wainwright B Battery,211113,Wainwright,Alberta,2643.537041,90992.11693,12.1584,0,0,0,93647.81237
2013,G10750,27506,Imperial Oil Resources Limited - Kearl Oil Sands Processing Plant and Mine,211114,FORT MCKAY,Alberta,667965.1822,37532.7514,15037.08,0,0,0,720535.0136
2013,G10767,21911,Trilogy Energy Corp. - PARA KAYBOB 12-10-064-19W5,211113,N/A,Alberta,44823.65365,10838.40275,1180.7356,0,0,0,56842.792
2013,G10802,27021,AltaGas Ltd. - Gordondale Sour Gas Plant 16-31,211113,n/a,Alberta,63456.60308,14669.1745,477.694,0,0,0,78603.47158
